id,sex,weight,height,bmi
M48835,Male,88.45,1.83,26.45
M48836,Male,77.11,1.75,25.1
M48837,Male,88.45,1.7,30.54
M48840,Male,74.84,1.88,21.18
M48841,Male,111.13,1.85,32.32
M48849,Male,69.4,1.6,27.1
M48852,Male,117.93,1.9,32.5
M48855,Male,81.65,1.88,23.11
M48856,Male,93.44,1.75,30.42
M48858,Male,79.38,1.75,25.84
M48867,Male,56.7,1.65,20.8
M48870,Male,72.57,1.7,25.06
M48873,Male,72.57,1.73,24.33
M48886,Male,65.77,1.85,19.13
M48888,Male,81.65,1.78,25.83
M48890,Male,122.47,1.8,37.66
M48891,Male,132.45,1.88,37.49
M48893,Male,55.79,1.6,21.79
M48895,Male,64.86,1.68,23.08
M48897,Male,72.57,1.7,25.06
M48902,Male,77.11,1.7,26.63
M48903,Male,90.72,1.68,32.28
M48904,Male,72.57,1.65,26.63
M48905,Male,92.99,1.78,29.41
M48906,Male,74.84,1.73,25.09
M48907,Male,72.57,1.8,22.32
M48908,Male,90.72,1.75,29.53
M48909,Male,88.45,1.78,27.98
M48911,Male,89.36,1.8,27.48
M48912,Male,95.25,1.9,26.25
M48915,Male,64.41,1.78,20.37
M48916,Male,136.98,1.85,39.84
M48917,Male,124.74,1.9,34.37
M48918,Male,79.38,1.7,27.41
M48923,Male,77.11,1.78,24.39
M48930,Male,117.93,1.83,35.26
M48940,Male,72.57,1.83,21.7
M48941,Male,77.11,1.85,22.43
M48944,Male,113.4,1.85,32.98
M48947,Male,86.18,1.83,25.77
M48948,Male,95.25,1.8,29.29
M48951,Male,90.72,1.75,29.53
M48952,Male,97.52,1.73,32.69
M48962,Male,70.31,1.65,25.79
M48965,Male,95.25,1.88,26.96
M48967,Male,104.78,1.8,32.22
M48968,Male,88.45,1.7,30.54
M48970,Male,86.18,1.75,28.06
M48977,Male,72.57,1.8,22.32
M48978,Male,65.77,1.65,24.13
M48980,Male,86.18,1.75,28.06
M48983,Male,95.71,1.83,28.62
M48987,Male,81.65,1.85,23.75
M48988,Male,86.18,1.6,33.66
M48989,Male,102.06,1.88,28.89
M48990,Male,85.73,1.93,23.01
M48992,Male,77.11,1.75,25.1
M48999,Male,58.97,1.65,21.63
M49000,Male,102.06,1.78,32.28
M49001,Male,69.85,1.68,24.86
M49009,Male,90.72,1.73,30.41
M49012,Male,83.91,1.68,29.86
M49014,Male,83.91,1.88,23.75
M49020,Male,63.5,1.78,20.09
M49022,Male,100.24,1.8,30.82
M49025,Male,104.33,1.83,31.19
M49026,Male,74.84,1.7,25.84
M49027,Male,81.65,1.73,27.37
M49030,Male,74.84,1.78,23.67
M49032,Male,86.18,1.88,24.39
M49033,Male,77.56,1.75,25.25
M49039,Male,95.25,1.8,29.29
M49044,Male,61.23,1.73,20.53
M49045,Male,63.5,1.73,21.29
M49046,Male,95.25,1.73,31.93
M49049,Male,93.44,1.8,28.73
M49050,Male,75.3,1.73,25.24
M49051,Male,97.52,1.88,27.6
M49054,Male,75.75,1.68,26.95
M49055,Male,83.91,1.8,25.8
M49058,Male,83.91,1.73,28.13
M49062,Male,102.06,1.75,33.23
M49065,Male,82.1,1.78,25.97
M49066,Male,90.72,1.78,28.7
M49067,Male,83.91,1.78,26.54
M49086,Male,72.57,1.68,25.82
M49088,Male,90.72,1.93,24.34
M49089,Male,102.06,1.85,29.68
M49090,Male,86.18,1.65,31.62
M49092,Male,77.11,1.83,23.06
M49098,Male,90.72,1.78,28.7
M49104,Male,86.18,1.8,26.5
M49106,Male,74.84,1.8,23.01
M49112,Male,104.33,1.83,31.19
M49113,Male,71.67,1.63,27.12
M49116,Male,89.81,1.78,28.41
M49117,Male,81.19,1.75,26.43
M49119,Male,95.25,1.85,27.71
M49127,Male,88.45,1.83,26.45
M49129,Male,71.21,1.7,24.59
M49130,Male,90.72,1.63,34.33
M49133,Male,90.72,1.83,27.12
M49134,Male,84.82,1.75,27.61
M49136,Male,68.04,1.85,19.79
M49141,Male,58.06,1.8,17.85
M49142,Male,80.74,1.75,26.29
M49144,Male,71.67,1.83,21.43
M49147,Male,77.11,1.68,27.44
M49149,Male,97.52,1.73,32.69
M49151,Male,83.91,1.78,26.54
M49152,Male,76.66,1.7,26.47
M49153,Male,74.84,1.85,21.77
M49154,Male,86.18,1.8,26.5
M49155,Male,68.04,1.63,25.75
M49157,Male,108.86,1.78,34.44
M49161,Male,117.93,1.73,39.53
M49162,Male,102.06,1.83,30.52
M49187,Male,70.31,1.65,25.79
M49188,Male,81.65,1.83,24.41
M49190,Male,97.52,1.7,33.67
M49193,Male,86.18,1.8,26.5
M49194,Male,103.42,1.83,30.92
M49195,Male,83.91,1.68,29.86
M49197,Male,72.57,1.65,26.63
M49201,Male,68.04,1.7,23.49
M49204,Male,86.18,1.85,25.07
M49205,Male,65.77,1.65,24.13
M49206,Male,81.65,1.8,25.1
M49208,Male,91.63,1.8,28.17
M49209,Male,74.84,1.65,27.46
M49210,Male,84.82,1.75,27.61
M49211,Male,63.5,1.78,20.09
M49212,Male,79.38,1.75,25.84
M49214,Male,71.67,1.68,25.5
M49215,Male,63.5,1.65,23.3
M49222,Male,58.06,1.68,20.66
M49227,Male,70.31,1.75,22.89
M49230,Male,86.18,1.75,28.06
M49232,Male,79.38,1.73,26.61
M49233,Male,68.04,1.78,21.52
M49234,Male,68.49,1.7,23.65
M49235,Male,81.65,1.75,26.58
M49239,Male,74.84,1.68,26.63
M49240,Male,104.33,1.83,31.19
M49246,Male,83.91,1.68,29.86
M49253,Male,53.98,1.7,18.64
M49255,Male,90.72,1.85,26.39
M49259,Male,65.77,1.6,25.69
M49265,Male,63.5,1.65,23.3
M49270,Male,77.11,1.75,25.1
M49273,Male,54.43,1.73,18.25
M49276,Male,77.11,1.73,25.85
M49279,Male,72.57,1.8,22.32
M49281,Male,75.75,1.68,26.95
M49284,Male,79.38,1.8,24.41
M49285,Male,115.67,1.88,32.74
M49286,Male,83.91,1.63,31.75
M49289,Male,68.04,1.63,25.75
M49291,Male,89.81,1.8,27.62
M49293,Male,74.84,1.75,24.37
M49296,Male,83.91,1.65,30.79
M49297,Male,90.72,1.8,27.89
M49298,Male,74.84,1.83,22.38
M49314,Male,88.45,1.78,27.98
M49318,Male,81.65,1.8,25.1
M49319,Male,79.38,1.73,26.61
M49322,Male,74.84,1.73,25.09
M49323,Male,74.84,1.73,25.09
M49324,Male,104.33,1.93,28.0
M49331,Male,81.65,1.73,27.37
M49333,Male,79.38,1.78,25.11
M49335,Male,92.99,1.73,31.17
M49336,Male,77.11,1.78,24.39
M49340,Male,74.84,1.68,26.63
M49342,Male,81.65,1.8,25.1
M49343,Male,54.43,1.68,19.37
M49346,Male,115.67,1.7,39.94
M49347,Male,99.79,1.7,34.46
M49348,Male,108.86,1.78,34.44
M49352,Male,70.31,1.73,23.57
M49356,Male,111.13,1.93,29.82
M49359,Male,125.19,1.8,38.49
M49360,Male,86.18,1.7,29.76
M49364,Male,108.86,1.83,32.55
M49365,Male,81.65,1.8,25.1
M49366,Male,72.57,1.75,23.63
M49368,Male,72.57,1.55,30.23
M49369,Male,76.2,1.85,22.16
M49375,Male,66.68,1.8,20.5
M49377,Male,68.04,1.83,20.34
M49380,Male,90.72,1.7,31.32
M49381,Male,106.59,1.7,36.81
M49382,Male,63.5,1.8,19.53
M49383,Male,82.55,1.8,25.38
M49384,Male,99.79,1.63,37.76
M49400,Male,106.59,1.85,31.0
M49402,Male,83.91,1.8,25.8
M49403,Male,77.11,1.52,33.2
M49404,Male,83.91,1.9,23.12
M49405,Male,120.2,1.88,34.02
M49407,Male,90.72,1.85,26.39
M49408,Male,68.95,1.7,23.81
M49409,Male,104.33,1.65,38.27
M49410,Male,81.65,1.83,24.41
M49415,Male,104.33,1.75,33.96
M49417,Male,70.31,1.88,19.9
M49419,Male,68.04,1.78,21.52
M49423,Male,77.11,1.83,23.06
M49425,Male,69.85,1.75,22.74
M49426,Male,61.23,1.65,22.46
M49427,Male,81.65,1.7,28.19
M49430,Male,76.2,1.65,27.96
M49431,Male,99.79,1.8,30.68
M49434,Male,63.5,1.75,20.67
M49436,Male,65.77,1.73,22.05
M49441,Male,99.34,1.65,36.44
M49443,Male,90.72,1.73,30.41
M49445,Male,79.83,1.68,28.41
M49447,Male,87.09,1.73,29.19
M49449,Male,102.06,1.78,32.28
M49452,Male,77.11,1.65,28.29
M49454,Male,90.72,1.83,27.12
M49457,Male,75.75,1.83,22.65
M49461,Male,77.11,1.68,27.44
M49462,Male,74.84,1.9,20.62
M49463,Male,86.18,1.83,25.77
M49464,Male,79.38,1.75,25.84
M49466,Male,81.65,1.8,25.1
M49469,Male,81.65,1.7,28.19
M49474,Male,99.79,1.88,28.25
M49475,Male,81.65,1.7,28.19
M49477,Male,89.81,1.83,26.85
M49485,Male,81.65,1.83,24.41
M49493,Male,63.5,1.65,23.3
M49497,Male,70.31,1.8,21.62
M49500,Male,68.95,1.75,22.45
M49501,Male,86.18,1.8,26.5
M49502,Male,74.84,1.75,24.37
M49507,Male,58.97,1.57,23.78
M49509,Male,65.77,1.7,22.71
M49510,Male,77.11,1.8,23.71
M49515,Male,108.86,1.9,30.0
M49517,Male,68.04,1.68,24.21
M49518,Male,136.08,1.65,49.92
M49519,Male,88.45,1.75,28.8
M49521,Male,90.72,1.88,25.68
M49523,Male,74.84,1.8,23.01
M49526,Male,79.38,1.75,25.84
M49527,Male,88.9,1.88,25.16
M49528,Male,115.67,1.9,31.87
M49532,Male,56.7,1.68,20.18
M49535,Male,82.55,1.8,25.38
M49537,Male,83.91,1.88,23.75
M49547,Male,72.12,1.73,24.18
M49548,Male,79.38,1.83,23.73
M49550,Male,63.5,1.75,20.67
M49551,Male,74.84,1.73,25.09
M49552,Male,73.03,1.68,25.99
M49556,Male,75.3,1.83,22.51
M49558,Male,66.22,1.68,23.56
M49560,Male,99.34,1.75,32.34
M49563,Male,74.84,1.78,23.67
M49567,Male,106.59,1.93,28.6
M49568,Male,72.57,1.83,21.7
M49569,Male,102.06,1.85,29.68
M49572,Male,83.91,1.8,25.8
M49573,Male,81.65,1.63,30.9
M49574,Male,102.06,1.8,31.38
M49575,Male,70.31,1.7,24.28
M49580,Male,77.11,1.83,23.06
M49583,Male,94.35,1.8,29.01
M49584,Male,65.77,1.75,21.41
M49586,Male,75.75,1.8,23.29
M49588,Male,74.84,1.7,25.84
M49589,Male,68.04,1.68,24.21
M49593,Male,104.33,1.88,29.53
M49597,Male,68.04,1.65,24.96
M49604,Male,92.99,1.75,30.27
M49606,Male,77.11,1.7,26.63
M49607,Male,90.72,1.83,27.12
M49609,Male,90.72,1.75,29.53
M49610,Male,86.18,1.7,29.76
M49612,Male,70.31,1.8,21.62
M49613,Male,90.72,1.7,31.32
M49614,Male,61.23,1.65,22.46
M49616,Male,74.84,1.83,22.38
M49618,Male,72.57,1.85,21.11
M49620,Male,72.57,1.7,25.06
M49623,Male,72.57,1.78,22.96
M49626,Male,106.59,1.8,32.78
M49628,Male,79.38,1.65,29.12
M49630,Male,86.18,1.68,30.67
M49632,Male,68.04,1.78,21.52
M49633,Male,79.38,1.8,24.41
M49636,Male,86.18,1.63,32.61
M49637,Male,76.2,1.8,23.43
M49638,Male,99.79,1.88,28.25
M49641,Male,72.57,1.75,23.63
M49643,Male,95.25,1.78,30.13
M49646,Male,74.84,1.93,20.08
M49647,Male,79.83,1.83,23.87
M49649,Male,79.38,1.83,23.73
M49650,Male,81.65,1.65,29.95
M49651,Male,77.11,1.83,23.06
M49654,Male,81.65,1.73,27.37
M49658,Male,92.53,1.8,28.45
M49670,Male,65.77,1.68,23.4
M49674,Male,83.91,1.78,26.54
M49675,Male,83.91,1.73,28.13
M49679,Male,86.64,1.88,24.52
M49683,Male,63.5,1.75,20.67
M49684,Male,86.18,1.88,24.39
M49685,Male,81.65,1.73,27.37
M49689,Male,56.25,1.65,20.63
M49691,Male,72.57,1.83,21.7
M49692,Male,94.35,1.78,29.84
M49693,Male,61.23,1.68,21.79
M49697,Male,108.86,1.88,30.81
M49699,Male,106.59,1.85,31.0
M49702,Male,68.04,1.73,22.81
M49705,Male,91.17,1.88,25.81
M49708,Male,63.5,1.78,20.09
M49711,Male,91.63,1.75,29.83
M49714,Male,85.28,1.8,26.22
M49717,Male,90.72,1.78,28.7
M49718,Male,65.77,1.63,24.89
M49721,Male,82.55,1.85,24.01
M49725,Male,77.11,1.7,26.63
M49732,Male,74.84,1.73,25.09
M49741,Male,65.77,1.78,20.81
M49744,Male,68.04,1.68,24.21
M49748,Male,56.7,1.73,19.01
M49749,Male,61.23,1.6,23.91
M49750,Male,63.5,1.73,21.29
M49752,Male,63.5,1.83,18.99
M49753,Male,79.38,1.83,23.73
M49756,Male,79.83,1.8,24.55
M49759,Male,104.33,1.78,33.0
M49760,Male,83.46,1.65,30.62
M49765,Male,100.24,1.78,31.71
M49766,Male,77.11,1.73,25.85
M49768,Male,81.65,1.73,27.37
M49769,Male,76.2,1.7,26.31
M49770,Male,79.38,1.83,23.73
M49779,Male,77.11,1.85,22.43
M49782,Male,74.84,1.83,22.38
M49783,Male,95.25,1.7,32.89
M49785,Male,65.77,1.75,21.41
M49789,Male,70.31,1.8,21.62
M49791,Male,68.95,1.7,23.81
M49794,Male,86.64,1.85,25.2
M49797,Male,64.41,1.68,22.92
M49802,Male,106.14,1.88,30.04
M49805,Male,90.72,1.7,31.32
M49817,Male,68.04,1.73,22.81
M49821,Male,74.84,1.83,22.38
M49823,Male,103.87,1.75,33.82
M49826,Male,74.84,1.83,22.38
M49829,Male,108.86,1.85,31.66
M49830,Male,89.81,1.7,31.01
M49832,Male,63.5,1.52,27.34
M49836,Male,68.04,1.85,19.79
M49838,Male,84.82,1.75,27.61
M49839,Male,81.65,1.68,29.05
M49840,Male,108.86,1.8,33.47
M49842,Male,79.38,1.73,26.61
M49843,Male,86.18,1.75,28.06
M49846,Male,93.89,1.88,26.58
M49853,Male,88.45,1.75,28.8
M49854,Male,79.38,1.75,25.84
M49855,Male,68.04,1.7,23.49
M49856,Male,74.84,1.88,21.18
M49865,Male,92.08,1.88,26.06
M49866,Male,65.77,1.83,19.67
M49869,Male,67.13,1.75,21.86
M49878,Male,99.79,1.9,27.5
M49882,Male,79.83,1.83,23.87
M49883,Male,79.38,1.73,26.61
M49884,Male,65.77,1.65,24.13
M49885,Male,77.11,1.75,25.1
M49886,Male,65.77,1.83,19.67
M49888,Male,97.52,1.75,31.75
M49891,Male,63.5,1.68,22.6
M49893,Male,62.14,1.57,25.06
M49894,Male,90.72,1.73,30.41
M49900,Male,90.72,1.96,23.72
M49904,Male,119.75,1.68,42.61
M49908,Male,136.08,1.88,38.52
M49911,Male,107.05,1.9,29.5
M49914,Male,79.38,1.8,24.41
M49915,Male,68.49,1.75,22.3
M49922,Male,63.5,1.8,19.53
M49923,Male,97.52,1.7,33.67
M49924,Male,102.06,1.75,33.23
M49928,Male,83.91,1.8,25.8
M49932,Male,79.38,1.83,23.73
M49939,Male,99.79,1.68,35.51
M49943,Male,90.72,1.78,28.7
M49945,Male,174.63,1.9,48.12
M49947,Male,79.38,1.83,23.73
M49948,Male,91.17,1.8,28.03
M49953,Male,107.95,1.9,29.75
M49955,Male,84.82,1.75,27.61
M49957,Male,83.91,1.83,25.09
M49959,Male,83.46,1.7,28.82
M49961,Male,97.07,1.78,30.71
M49962,Male,90.72,1.8,27.89
M49967,Male,74.84,1.73,25.09
M49970,Male,65.77,1.63,24.89
M49973,Male,78.47,1.7,27.1
M49975,Male,158.76,1.93,42.6
M49982,Male,79.38,1.83,23.73
M49984,Male,79.38,1.85,23.09
M49986,Male,83.91,1.83,25.09
M49988,Male,92.99,1.83,27.8
M49992,Male,71.21,1.65,26.13
M49994,Male,88.45,1.8,27.2
M50000,Male,77.11,1.68,27.44
M50001,Male,90.26,1.78,28.55
M50002,Male,77.11,1.75,25.1
M50012,Male,68.95,1.8,21.2
M50017,Male,79.38,1.8,24.41
M50018,Male,122.47,1.8,37.66
M50022,Male,79.38,1.8,24.41
M50023,Male,102.51,1.75,33.37
M50024,Male,81.65,1.75,26.58
M50028,Male,68.04,1.7,23.49
M50029,Male,90.72,1.83,27.12
M50031,Male,86.18,1.75,28.06
M50033,Male,89.81,1.8,27.62
M50034,Male,79.38,1.75,25.84
M50037,Male,74.84,1.78,23.67
M50039,Male,90.72,1.88,25.68
M50041,Male,86.18,1.83,25.77
M50043,Male,127.01,1.9,35.0
M50045,Male,87.54,1.85,25.46
M50046,Male,88.9,1.7,30.7
M50048,Male,71.67,1.68,25.5
M50049,Male,70.31,1.75,22.89
M50061,Male,117.93,1.8,36.26
M50064,Male,90.72,1.68,32.28
M50072,Male,88.0,1.73,29.5
M50075,Male,75.75,1.7,26.16
M50081,Male,55.34,1.8,17.02
M50085,Male,76.2,1.68,27.12
M50086,Male,86.18,1.75,28.06
M50089,Male,83.91,1.93,22.52
M50097,Male,77.11,1.9,21.25
M50099,Male,70.76,1.78,22.38
M50101,Male,72.57,1.78,22.96
M50106,Male,113.4,1.68,40.35
M50108,Male,77.11,1.88,21.83
M50109,Male,110.68,1.7,38.22
M50112,Male,113.4,1.8,34.87
M50114,Male,72.57,1.68,25.82
M50117,Male,75.3,1.68,26.79
M50120,Male,72.57,1.8,22.32
M50122,Male,92.99,1.75,30.27
M50126,Male,67.59,1.65,24.79
M50131,Male,113.4,1.8,34.87
M50132,Male,68.04,1.78,21.52
M50133,Male,55.34,1.63,20.94
M50136,Male,89.36,1.85,25.99
M50137,Male,86.18,1.85,25.07
M50139,Male,68.04,1.8,20.92
M50141,Male,68.04,1.68,24.21
M50145,Male,108.86,1.83,32.55
M50148,Male,61.23,1.7,21.14
M50151,Male,70.31,1.68,25.02
M50152,Male,108.86,1.85,31.66
M50154,Male,77.11,1.75,25.1
M50157,Male,149.69,1.88,42.37
M50158,Male,63.5,1.73,21.29
M50164,Male,83.91,1.83,25.09
M50165,Male,78.02,1.8,23.99
M50166,Male,72.57,1.68,25.82
M50174,Male,81.19,1.93,21.79
M50175,Male,68.04,1.6,26.57
M50178,Male,75.3,1.63,28.49
M50184,Male,112.94,1.83,33.77
M50185,Male,90.72,1.8,27.89
M50188,Male,68.04,1.63,25.75
M50195,Male,83.91,1.78,26.54
M50196,Male,97.52,1.85,28.37
M50198,Male,65.77,1.65,24.13
M50199,Male,58.97,1.63,22.31
M50201,Male,97.98,1.65,35.94
M50202,Male,81.65,1.68,29.05
M50203,Male,68.04,1.78,21.52
M50205,Male,61.23,1.7,21.14
M50209,Male,63.5,1.73,21.29
M50211,Male,86.18,1.8,26.5
M50212,Male,90.72,1.52,39.06
M50215,Male,68.04,1.63,25.75
M50218,Male,68.04,1.65,24.96
M50219,Male,90.72,1.78,28.7
M50222,Male,99.79,1.7,34.46
M50228,Male,72.57,1.73,24.33
M50231,Male,86.18,1.88,24.39
M50233,Male,88.45,1.78,27.98
M50243,Male,54.88,1.57,22.13
M50244,Male,104.33,1.93,28.0
M50251,Male,73.48,1.73,24.63
M50255,Male,77.11,1.96,20.16
M50262,Male,81.65,1.78,25.83
M50263,Male,83.91,1.7,28.97
M50265,Male,74.84,1.93,20.08
M50271,Male,70.31,1.73,23.57
M50272,Male,77.11,1.7,26.63
M50273,Male,65.32,1.65,23.96
M50274,Male,74.84,1.65,27.46
M50277,Male,63.05,1.65,23.13
M50280,Male,68.49,1.73,22.96
M50285,Male,70.31,1.85,20.45
M50287,Male,79.38,1.9,21.87
M50293,Male,81.65,1.78,25.83
M50298,Male,95.25,1.7,32.89
M50299,Male,63.5,1.68,22.6
M50302,Male,72.57,1.75,23.63
M50303,Male,59.42,1.68,21.14
M50310,Male,86.18,1.78,27.26
M50311,Male,72.57,1.83,21.7
M50312,Male,85.28,1.83,25.5
M50313,Male,70.31,1.73,23.57
M50315,Male,79.38,1.78,25.11
M50320,Male,79.38,1.8,24.41
M50321,Male,67.59,1.68,24.05
M50322,Male,104.33,1.88,29.53
M50327,Male,65.77,1.8,20.22
M50328,Male,86.18,1.8,26.5
M50330,Male,68.04,1.75,22.15
M50337,Male,95.25,1.68,33.89
M50339,Male,61.23,1.65,22.46
M50342,Male,86.64,1.7,29.91
M50344,Male,72.57,1.68,25.82
M50345,Male,64.41,1.63,24.37
M50348,Male,77.11,1.75,25.1
M50351,Male,84.82,1.78,26.83
M50352,Male,65.77,1.7,22.71
M50353,Male,74.84,1.88,21.18
M50354,Male,90.72,1.88,25.68
M50355,Male,68.04,1.85,19.79
M50356,Male,72.57,1.83,21.7
M50359,Male,72.57,1.78,22.96
M50361,Male,84.37,1.8,25.94
M50363,Male,76.66,1.73,25.7
M50369,Male,78.02,1.7,26.94
M50372,Male,142.88,1.85,41.56
M50378,Male,113.4,1.85,32.98
M50384,Male,56.25,1.68,20.01
M50388,Male,90.72,1.75,29.53
M50390,Male,84.82,1.75,27.61
M50392,Male,97.98,1.83,29.29
M50394,Male,81.65,1.73,27.37
M50396,Male,72.57,1.88,20.54
M50397,Male,83.46,1.8,25.66
M50398,Male,70.31,1.78,22.24
M50399,Male,90.72,1.7,31.32
M50400,Male,68.04,1.65,24.96
M50401,Male,64.41,1.75,20.97
M50402,Male,106.59,1.68,37.93
M50404,Male,65.77,1.68,23.4
M50410,Male,70.31,1.88,19.9
M50411,Male,68.04,1.73,22.81
M50413,Male,92.99,1.78,29.41
M50415,Male,108.86,1.93,29.21
M50416,Male,85.28,1.78,26.97
M50419,Male,63.5,1.7,21.93
M50420,Male,79.38,1.73,26.61
M50422,Male,77.11,1.78,24.39
M50423,Male,90.72,1.8,27.89
M50425,Male,68.04,1.73,22.81
M50427,Male,63.5,1.7,21.93
M50428,Male,104.78,1.73,35.12
M50434,Male,128.82,1.9,35.5
M50435,Male,92.99,1.88,26.32
M50440,Male,84.82,1.7,29.29
M50441,Male,107.05,1.8,32.91
M50442,Male,97.52,1.75,31.75
M50443,Male,68.04,1.78,21.52
M50444,Male,79.38,1.7,27.41
M50445,Male,78.93,1.65,28.95
M50453,Male,72.57,1.7,25.06
M50454,Male,72.57,1.8,22.32
M50455,Male,74.84,1.8,23.01
M50457,Male,90.72,1.68,32.28
M50458,Male,74.84,1.75,24.37
M50459,Male,79.38,1.8,24.41
M50461,Male,72.57,1.85,21.11
M50464,Male,79.38,1.75,25.84
M50467,Male,99.79,1.7,34.46
M50470,Male,77.11,1.8,23.71
M50477,Male,68.04,1.65,24.96
M50480,Male,65.77,1.73,22.05
M50482,Male,63.5,1.65,23.3
M50483,Male,77.11,1.8,23.71
M50496,Male,83.91,1.9,23.12
M50502,Male,87.54,1.9,24.12
M50510,Male,77.11,1.73,25.85
M50512,Male,74.84,1.63,28.32
M50515,Male,113.4,1.8,34.87
M50516,Male,95.25,1.8,29.29
M50521,Male,79.83,1.75,25.99
M50525,Male,123.83,1.85,36.02
M50527,Male,85.28,1.78,26.97
M50528,Male,63.5,1.7,21.93
M50531,Male,86.18,1.7,29.76
M50533,Male,120.66,1.78,38.17
M50543,Male,97.52,1.93,26.17
M50545,Male,69.4,1.7,23.96
M50549,Male,109.32,1.75,35.59
M50554,Male,77.11,1.63,29.18
M50557,Male,104.33,1.93,28.0
M50558,Male,94.35,1.83,28.21
M50560,Male,72.57,1.88,20.54
M50561,Male,106.59,1.7,36.81
M50563,Male,106.59,1.8,32.78
M50564,Male,81.65,1.78,25.83
M50568,Male,73.48,1.78,23.24
M50572,Male,54.43,1.7,18.79
M50574,Male,83.01,1.68,29.54
M50575,Male,107.95,1.88,30.56
M50576,Male,68.04,1.7,23.49
M50577,Male,133.81,1.8,41.14
M50580,Male,106.59,1.8,32.78
M50583,Male,56.25,1.73,18.85
M50585,Male,73.03,1.75,23.78
M50588,Male,88.45,1.73,29.65
M50596,Male,77.56,1.73,26.0
M50597,Male,90.72,1.88,25.68
M50599,Male,103.42,1.83,30.92
M50606,Male,68.04,1.8,20.92
M50609,Male,58.97,1.7,20.36
M50612,Male,58.97,1.7,20.36
M50615,Male,95.25,1.8,29.29
M50616,Male,79.38,1.65,29.12
M50617,Male,79.38,1.73,26.61
M50618,Male,81.19,1.85,23.62
M50621,Male,115.67,1.88,32.74
M50622,Male,72.12,1.65,26.46
M50626,Male,90.72,1.9,25.0
M50627,Male,88.45,1.7,30.54
M50629,Male,72.57,1.75,23.63
M50630,Male,82.55,1.8,25.38
M50631,Male,68.04,1.73,22.81
M50632,Male,81.65,1.83,24.41
M50639,Male,72.57,1.68,25.82
M50640,Male,101.15,1.78,32.0
M50648,Male,70.31,1.8,21.62
M50650,Male,59.87,1.68,21.31
M50652,Male,83.91,1.75,27.32
M50655,Male,90.72,1.9,25.0
M50657,Male,83.46,1.78,26.4
M50662,Male,131.54,1.75,42.83
M50663,Male,90.72,1.85,26.39
M50664,Male,74.84,1.8,23.01
M50665,Male,81.65,1.88,23.11
M50680,Male,90.72,1.93,24.34
M50683,Male,80.74,1.73,27.06
M50687,Male,86.18,1.96,22.53
M50688,Male,83.01,1.78,26.26
M50689,Male,68.04,1.68,24.21
M50691,Male,86.18,1.65,31.62
M50703,Male,90.72,1.68,32.28
M50705,Male,114.31,1.88,32.35
M50707,Male,81.65,1.78,25.83
M50712,Male,122.47,1.8,37.66
M50713,Male,68.04,1.83,20.34
M50717,Male,81.65,1.83,24.41
M50718,Male,56.7,1.7,19.58
M50720,Male,113.4,1.83,33.91
M50721,Male,81.65,1.8,25.1
M50722,Male,63.5,1.65,23.3
M50723,Male,77.11,1.78,24.39
M50728,Male,74.84,1.78,23.67
M50729,Male,88.45,1.7,30.54
M50733,Male,74.84,1.63,28.32
M50734,Male,82.55,1.73,27.67
M50736,Male,99.79,1.9,27.5
M50739,Male,95.25,1.75,31.01
M50740,Male,77.11,1.7,26.63
M50744,Male,95.25,1.68,33.89
M50745,Male,102.51,1.75,33.37
M50747,Male,73.03,1.68,25.99
M50749,Male,80.74,1.75,26.29
M50750,Male,72.57,1.83,21.7
M50752,Male,135.17,1.68,48.1
M50756,Male,58.97,1.6,23.03
M50758,Male,71.21,1.75,23.18
M50760,Male,81.65,1.83,24.41
M50762,Male,93.44,1.73,31.32
M50763,Male,77.11,1.65,28.29
M50764,Male,60.78,1.65,22.3
M50765,Male,82.55,1.83,24.68
M50772,Male,99.79,1.83,29.84
M50774,Male,79.38,1.78,25.11
M50775,Male,102.06,1.83,30.52
M50778,Male,71.21,1.78,22.53
M50780,Male,106.59,1.8,32.78
M50781,Male,79.38,1.85,23.09
M50783,Male,72.57,1.93,19.48
M50784,Male,111.13,1.83,33.23
M50785,Male,115.67,1.83,34.58
M50788,Male,113.4,1.75,36.92
M50789,Male,63.5,1.65,23.3
M50795,Male,68.04,1.85,19.79
M50796,Male,90.72,1.75,29.53
M50801,Male,74.39,1.78,23.53
M50803,Male,77.11,1.73,25.85
M50807,Male,78.02,1.73,26.15
M50808,Male,90.72,1.93,24.34
M50814,Male,62.6,1.73,20.98
M50822,Male,77.11,1.83,23.06
M50824,Male,61.69,1.75,20.08
M50832,Male,79.83,1.63,30.21
M50839,Male,99.79,1.63,37.76
M50840,Male,113.4,1.8,34.87
M50843,Male,69.85,1.65,25.63
M50844,Male,80.74,1.85,23.48
M50845,Male,77.11,1.68,27.44
M50846,Male,80.74,1.73,27.06
M50848,Male,81.65,1.7,28.19
M50852,Male,83.91,1.85,24.41
M50859,Male,99.79,1.8,30.68
M50864,Male,86.18,1.78,27.26
M50868,Male,77.11,1.75,25.1
M50870,Male,68.04,1.7,23.49
M50873,Male,77.11,1.85,22.43
M50877,Male,78.93,1.75,25.7
M50891,Male,,,
M50892,Male,,,
M50893,Male,97.52,1.78,30.85
M50895,Male,83.91,1.65,30.79
M50896,Male,74.39,1.73,24.94
M50904,Male,87.54,1.85,25.46
M50906,Male,72.57,1.7,25.06
M50907,Male,71.67,1.75,23.33
